match_id,start_time,end_time
762,2025-09-07 23:40:40.840,2025-09-07 23:43:58.128
764,2025-09-07 23:44:12.617,2025-09-07 23:47:29.714
765,2025-09-07 23:47:33.454,2025-09-07 23:50:52.175
766,2025-09-07 23:50:54.988,2025-09-07 23:52:16.412
768,2025-09-07 23:54:11.244,2025-09-07 23:58:15.246
772,2025-09-08 00:00:46.567,2025-09-08 00:04:27.956
773,2025-09-08 00:04:31.491,2025-09-08 00:05:39.650
774,2025-09-08 00:05:45.950,2025-09-08 00:09:12.138
775,2025-09-08 00:09:14.454,2025-09-08 00:10:53.606
776,2025-09-08 00:10:57.298,2025-09-08 00:12:26.244
777,2025-09-08 00:12:29.463,2025-09-08 00:16:04.885
778,2025-09-08 00:16:07.543,2025-09-08 00:19:28.930
784,2025-10-13 02:01:57.492,2025-10-13 02:04:46.247
785,2025-10-13 02:04:49.285,2025-10-13 02:08:45.102
786,2025-10-13 02:08:49.888,2025-10-13 02:10:52.270
792,2025-10-13 02:16:56.988,2025-10-13 02:18:58.409
793,2025-10-13 02:19:03.348,2025-10-13 02:19:16.456
794,2025-10-13 02:19:17.106,2025-10-13 02:22:53.227
796,2025-10-13 02:23:03.390,2025-10-13 02:24:59.479
797,2025-10-13 02:25:02.708,2025-10-13 02:28:30.481
798,2025-10-13 02:28:36.763,2025-10-13 02:29:15.471
799,2025-10-13 02:29:15.825,2025-10-13 02:33:01.500
800,2025-10-13 02:33:05.333,2025-10-13 02:34:08.109
801,2025-10-13 02:34:30.302,2025-10-13 02:34:47.011
802,2025-10-13 02:34:47.538,2025-10-13 02:37:48.499
803,2025-10-13 02:37:55.632,2025-10-13 02:37:59.530
804,2025-10-13 02:37:59.777,2025-10-13 02:42:13.095
805,2025-10-13 02:42:17.292,2025-10-13 02:44:56.015
